V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,subj_name,block,card_shown,correct_card,card_chosen_if_perseveration,trial_in_a_sequence,name_of_task,card_shape,card_number,card_color,rt,is_correct,chosen_card,is_error,is_perseverative_error,is_non_perseverative_error,group
38,2,4,8,number,star,2,green,1340,1,2,0,0,0,wcst_pazienti.2021-07-26-1206.data.3f0e83cf-534a-4578-8e14-02cbc60e9bf6.txt,5,38,2,4,8,number,star,2,green,1340,1,2,0,0,0,an
21,2,3,9,number,cross,2,blue,1530,1,2,0,0,0,wcst_pazienti.2021-07-26-1206.data.3f0e83cf-534a-4578-8e14-02cbc60e9bf6.txt,5,21,2,3,9,number,cross,2,blue,1530,1,2,0,0,0,an
6,2,1,10,number,circle,2,green,897,1,2,0,0,0,wcst_pazienti.2021-07-26-1206.data.3f0e83cf-534a-4578-8e14-02cbc60e9bf6.txt,5,6,2,1,10,number,circle,2,green,897,1,2,0,0,0,an
12,4,3,1,color,circle,3,yellow,1650,2,3,1,1,0,wcst_pazienti.2021-07-26-1206.data.3f0e83cf-534a-4578-8e14-02cbc60e9bf6.txt,6,12,4,3,1,color,circle,3,yellow,1650,2,3,1,1,0,an
61,3,4,2,color,triangle,4,blue,3056,2,2,1,0,1,wcst_pazienti.2021-07-26-1206.data.3f0e83cf-534a-4578-8e14-02cbc60e9bf6.txt,6,61,3,4,2,color,triangle,4,blue,3056,2,2,1,0,1,an
55,1,2,3,color,triangle,2,red,3071,1,1,0,0,0,wcst_pazienti.2021-07-26-1206.data.3f0e83cf-534a-4578-8e14-02cbc60e9bf6.txt,6,55,1,2,3,color,triangle,2,red,3071,1,1,0,0,0,an
41,3,3,4,color,star,3,blue,1137,1,3,0,0,0,wcst_pazienti.2021-07-26-1206.data.3f0e83cf-534a-4578-8e14-02cbc60e9bf6.txt,6,41,3,3,4,color,star,3,blue,1137,1,3,0,0,0,an
44,4,3,5,color,star,3,yellow,2622,1,4,0,0,0,wcst_pazienti.2021-07-26-1206.data.3f0e83cf-534a-4578-8e14-02cbc60e9bf6.txt,6,44,4,3,5,color,star,3,yellow,2622,1,4,0,0,0,an
4,4,1,6,color,circle,1,yellow,1467,1,4,0,0,0,wcst_pazienti.2021-07-26-1206.data.3f0e83cf-534a-4578-8e14-02cbc60e9bf6.txt,6,4,4,1,6,color,circle,1,yellow,1467,1,4,0,0,0,an
60,4,3,7,color,triangle,3,yellow,1086,1,4,0,0,0,wcst_pazienti.2021-07-26-1206.data.3f0e83cf-534a-4578-8e14-02cbc60e9bf6.txt,6,60,4,3,7,color,triangle,3,yellow,1086,1,4,0,0,0,an
43,1,3,8,color,star,3,red,1410,1,1,0,0,0,wcst_pazienti.2021-07-26-1206.data.3f0e83cf-534a-4578-8e14-02cbc60e9bf6.txt,6,43,1,3,8,color,star,3,red,1410,1,1,0,0,0,an
8,4,2,9,color,circle,2,yellow,1630,1,4,0,0,0,wcst_pazienti.2021-07-26-1206.data.3f0e83cf-534a-4578-8e14-02cbc60e9bf6.txt,6,8,4,2,9,color,circle,2,yellow,1630,1,4,0,0,0,an
18,2,1,10,color,cross,1,green,1941,1,2,0,0,0,wcst_pazienti.2021-07-26-1206.data.3f0e83cf-534a-4578-8e14-02cbc60e9bf6.txt,6,18,2,1,10,color,cross,1,green,1941,1,2,0,0,0,an
40,4,0,1,shape,star,2,yellow,4390,2,2,1,0,1,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,1,40,4,0,1,shape,star,2,yellow,4390,2,2,1,0,1,an
35,4,0,2,shape,star,1,red,4536,2,1,1,0,1,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,1,35,4,0,2,shape,star,1,red,4536,2,1,1,0,1,an
52,2,0,3,shape,triangle,1,yellow,4860,2,4,1,0,1,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,1,52,2,0,3,shape,triangle,1,yellow,4860,2,4,1,0,1,an
34,4,0,4,shape,star,1,green,4206,2,2,1,0,1,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,1,34,4,0,4,shape,star,1,green,4206,2,2,1,0,1,an
33,4,0,5,shape,star,1,blue,3453,2,1,1,0,1,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,1,33,4,0,5,shape,star,1,blue,3453,2,1,1,0,1,an
1,1,0,6,shape,circle,1,blue,3964,2,3,1,0,1,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,1,1,1,0,6,shape,circle,1,blue,3964,2,3,1,0,1,an
39,4,0,7,shape,star,2,red,3714,1,4,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,1,39,4,0,7,shape,star,2,red,3714,1,4,0,0,0,an
7,1,0,8,shape,circle,2,red,2011,1,1,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,1,7,1,0,8,shape,circle,2,red,2011,1,1,0,0,0,an
56,2,0,9,shape,triangle,2,yellow,2935,1,2,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,1,56,2,0,9,shape,triangle,2,yellow,2935,1,2,0,0,0,an
14,1,0,10,shape,circle,4,green,3680,1,1,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,1,14,1,0,10,shape,circle,4,green,3680,1,1,0,0,0,an
62,4,2,1,number,triangle,4,green,4181,2,2,1,1,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,2,62,4,2,1,number,triangle,4,green,4181,2,2,1,1,0,an
58,3,2,2,number,triangle,3,green,3282,1,3,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,2,58,3,2,2,number,triangle,3,green,3282,1,3,0,0,0,an
26,3,3,3,number,cross,3,green,2140,1,3,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,2,26,3,3,3,number,cross,3,green,2140,1,3,0,0,0,an
30,4,3,4,number,cross,4,green,8942,1,4,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,2,30,4,3,4,number,cross,4,green,8942,1,4,0,0,0,an
50,1,2,5,number,triangle,1,green,1394,1,1,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,2,50,1,2,5,number,triangle,1,green,1394,1,1,0,0,0,an
17,1,3,6,number,cross,1,blue,1360,1,1,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,2,17,1,3,6,number,cross,1,blue,1360,1,1,0,0,0,an
11,3,1,7,number,circle,3,red,2120,1,3,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,2,11,3,1,7,number,circle,3,red,2120,1,3,0,0,0,an
53,2,2,8,number,triangle,2,blue,2381,1,2,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,2,53,2,2,8,number,triangle,2,blue,2381,1,2,0,0,0,an
16,4,1,9,number,circle,4,yellow,1389,1,4,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,2,16,4,1,9,number,circle,4,yellow,1389,1,4,0,0,0,an
37,2,4,10,number,star,2,blue,1176,1,2,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,2,37,2,4,10,number,star,2,blue,1176,1,2,0,0,0,an
46,2,4,1,color,star,4,green,1540,2,4,1,1,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,3,46,2,4,1,color,star,4,green,1540,2,4,1,1,0,an
45,3,4,2,color,star,4,blue,1357,1,3,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,3,45,3,4,2,color,star,4,blue,1357,1,3,0,0,0,an
27,1,3,3,color,cross,3,red,1200,1,1,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,3,27,1,3,3,color,cross,3,red,1200,1,1,0,0,0,an
15,1,4,4,color,circle,4,red,1014,1,1,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,3,15,1,4,4,color,circle,4,red,1014,1,1,0,0,0,an
19,1,1,5,color,cross,1,red,917,1,1,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,3,19,1,1,5,color,cross,1,red,917,1,1,0,0,0,an
57,3,3,6,color,triangle,3,blue,1974,1,3,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,3,57,3,3,6,color,triangle,3,blue,1974,1,3,0,0,0,an
22,2,2,7,color,cross,2,green,2070,1,2,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,3,22,2,2,7,color,cross,2,green,2070,1,2,0,0,0,an
49,3,1,8,color,triangle,1,blue,1311,1,3,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,3,49,3,1,8,color,triangle,1,blue,1311,1,3,0,0,0,an
51,1,1,9,color,triangle,1,red,1308,1,1,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,3,51,1,1,9,color,triangle,1,red,1308,1,1,0,0,0,an
13,3,4,10,color,circle,4,blue,2100,1,3,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,3,13,3,4,10,color,circle,4,blue,2100,1,3,0,0,0,an
32,3,4,1,shape,cross,4,yellow,1663,2,4,1,1,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,4,32,3,4,1,shape,cross,4,yellow,1663,2,4,1,1,0,an
28,3,4,2,shape,cross,3,yellow,3125,1,3,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,4,28,3,4,2,shape,cross,3,yellow,3125,1,3,0,0,0,an
23,3,1,3,shape,cross,2,red,2476,1,3,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,4,23,3,1,3,shape,cross,2,red,2476,1,3,0,0,0,an
9,1,3,4,shape,circle,3,blue,1295,1,1,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,4,9,1,3,4,shape,circle,3,blue,1295,1,1,0,0,0,an
64,2,4,5,shape,triangle,4,yellow,2322,1,2,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,4,64,2,4,5,shape,triangle,4,yellow,2322,1,2,0,0,0,an
36,4,4,6,shape,star,1,yellow,4520,1,4,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,4,36,4,4,6,shape,star,1,yellow,4520,1,4,0,0,0,an
63,2,1,7,shape,triangle,4,red,2400,1,2,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,4,63,2,1,7,shape,triangle,4,red,2400,1,2,0,0,0,an
59,2,1,8,shape,triangle,3,red,1376,1,2,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,4,59,2,1,8,shape,triangle,3,red,1376,1,2,0,0,0,an
20,3,4,9,shape,cross,1,yellow,1536,1,3,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,4,20,3,4,9,shape,cross,1,yellow,1536,1,3,0,0,0,an
2,1,2,10,shape,circle,1,green,1324,1,1,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,4,2,1,2,10,shape,circle,1,green,1324,1,1,0,0,0,an
24,2,3,1,number,cross,2,yellow,3049,2,3,1,1,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,5,24,2,3,1,number,cross,2,yellow,3049,2,3,1,1,0,an
5,2,1,2,number,circle,2,blue,4612,1,2,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,5,5,2,1,2,number,circle,2,blue,4612,1,2,0,0,0,an
42,3,4,3,number,star,3,green,1885,1,3,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,5,42,3,4,3,number,star,3,green,1885,1,3,0,0,0,an
10,3,1,4,number,circle,3,green,1818,1,3,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,5,10,3,1,4,number,circle,3,green,1818,1,3,0,0,0,an
29,4,3,5,number,cross,4,blue,2189,1,4,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,5,29,4,3,5,number,cross,4,blue,2189,1,4,0,0,0,an
47,4,4,6,number,star,4,red,2200,1,4,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,5,47,4,4,6,number,star,4,red,2200,1,4,0,0,0,an
31,4,3,7,number,cross,4,red,1095,1,4,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,5,31,4,3,7,number,cross,4,red,1095,1,4,0,0,0,an
38,2,4,8,number,star,2,green,1276,1,2,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,5,38,2,4,8,number,star,2,green,1276,1,2,0,0,0,an
21,2,3,9,number,cross,2,blue,1894,1,2,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,5,21,2,3,9,number,cross,2,blue,1894,1,2,0,0,0,an
6,2,1,10,number,circle,2,green,1518,1,2,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,5,6,2,1,10,number,circle,2,green,1518,1,2,0,0,0,an
12,4,3,1,color,circle,3,yellow,1398,2,3,1,1,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,6,12,4,3,1,color,circle,3,yellow,1398,2,3,1,1,0,an
61,3,4,2,color,triangle,4,blue,4353,1,3,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,6,61,3,4,2,color,triangle,4,blue,4353,1,3,0,0,0,an
55,1,2,3,color,triangle,2,red,1291,1,1,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,6,55,1,2,3,color,triangle,2,red,1291,1,1,0,0,0,an
41,3,3,4,color,star,3,blue,1672,1,3,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,6,41,3,3,4,color,star,3,blue,1672,1,3,0,0,0,an
44,4,3,5,color,star,3,yellow,1456,1,4,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,6,44,4,3,5,color,star,3,yellow,1456,1,4,0,0,0,an
4,4,1,6,color,circle,1,yellow,2171,1,4,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,6,4,4,1,6,color,circle,1,yellow,2171,1,4,0,0,0,an
60,4,3,7,color,triangle,3,yellow,1770,1,4,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,6,60,4,3,7,color,triangle,3,yellow,1770,1,4,0,0,0,an
43,1,3,8,color,star,3,red,1345,1,1,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,6,43,1,3,8,color,star,3,red,1345,1,1,0,0,0,an
8,4,2,9,color,circle,2,yellow,1269,1,4,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,6,8,4,2,9,color,circle,2,yellow,1269,1,4,0,0,0,an
18,2,1,10,color,cross,1,green,1393,1,2,0,0,0,wcst_pazienti.2021-08-15-2106.data.255e8837-651b-499b-91f0-a5b1d9346455.txt,6,18,2,1,10,color,cross,1,green,1393,1,2,0,0,0,an
40,4,0,1,shape,star,2,yellow,2845,2,2,1,0,1,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,1,40,4,0,1,shape,star,2,yellow,2845,2,2,1,0,1,an
35,4,0,2,shape,star,1,red,2863,2,1,1,0,1,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,1,35,4,0,2,shape,star,1,red,2863,2,1,1,0,1,an
52,2,0,3,shape,triangle,1,yellow,1298,1,2,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,1,52,2,0,3,shape,triangle,1,yellow,1298,1,2,0,0,0,an
34,4,0,4,shape,star,1,green,1634,2,2,1,0,1,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,1,34,4,0,4,shape,star,1,green,1634,2,2,1,0,1,an
33,4,0,5,shape,star,1,blue,2544,2,2,1,0,1,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,1,33,4,0,5,shape,star,1,blue,2544,2,2,1,0,1,an
1,1,0,6,shape,circle,1,blue,2215,1,1,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,1,1,1,0,6,shape,circle,1,blue,2215,1,1,0,0,0,an
39,4,0,7,shape,star,2,red,1311,1,4,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,1,39,4,0,7,shape,star,2,red,1311,1,4,0,0,0,an
7,1,0,8,shape,circle,2,red,853,1,1,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,1,7,1,0,8,shape,circle,2,red,853,1,1,0,0,0,an
56,2,0,9,shape,triangle,2,yellow,750,1,2,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,1,56,2,0,9,shape,triangle,2,yellow,750,1,2,0,0,0,an
14,1,0,10,shape,circle,4,green,1618,1,1,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,1,14,1,0,10,shape,circle,4,green,1618,1,1,0,0,0,an
62,4,2,1,number,triangle,4,green,842,2,2,1,1,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,2,62,4,2,1,number,triangle,4,green,842,2,2,1,1,0,an
58,3,2,2,number,triangle,3,green,1995,2,2,1,1,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,2,58,3,2,2,number,triangle,3,green,1995,2,2,1,1,0,an
26,3,3,3,number,cross,3,green,1440,1,3,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,2,26,3,3,3,number,cross,3,green,1440,1,3,0,0,0,an
30,4,3,4,number,cross,4,green,1347,1,4,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,2,30,4,3,4,number,cross,4,green,1347,1,4,0,0,0,an
50,1,2,5,number,triangle,1,green,858,1,1,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,2,50,1,2,5,number,triangle,1,green,858,1,1,0,0,0,an
17,1,3,6,number,cross,1,blue,826,1,1,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,2,17,1,3,6,number,cross,1,blue,826,1,1,0,0,0,an
11,3,1,7,number,circle,3,red,1191,1,3,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,2,11,3,1,7,number,circle,3,red,1191,1,3,0,0,0,an
53,2,2,8,number,triangle,2,blue,1345,1,2,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,2,53,2,2,8,number,triangle,2,blue,1345,1,2,0,0,0,an
16,4,1,9,number,circle,4,yellow,997,1,4,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,2,16,4,1,9,number,circle,4,yellow,997,1,4,0,0,0,an
37,2,4,10,number,star,2,blue,872,1,2,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,2,37,2,4,10,number,star,2,blue,872,1,2,0,0,0,an
46,2,4,1,color,star,4,green,1169,2,4,1,1,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,3,46,2,4,1,color,star,4,green,1169,2,4,1,1,0,an
45,3,4,2,color,star,4,blue,1190,1,3,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,3,45,3,4,2,color,star,4,blue,1190,1,3,0,0,0,an
27,1,3,3,color,cross,3,red,1339,2,2,1,0,1,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,3,27,1,3,3,color,cross,3,red,1339,2,2,1,0,1,an
15,1,4,4,color,circle,4,red,1313,2,3,1,0,1,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,3,15,1,4,4,color,circle,4,red,1313,2,3,1,0,1,an
19,1,1,5,color,cross,1,red,669,1,1,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,3,19,1,1,5,color,cross,1,red,669,1,1,0,0,0,an
57,3,3,6,color,triangle,3,blue,1919,1,3,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,3,57,3,3,6,color,triangle,3,blue,1919,1,3,0,0,0,an
22,2,2,7,color,cross,2,green,1096,1,2,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,3,22,2,2,7,color,cross,2,green,1096,1,2,0,0,0,an
49,3,1,8,color,triangle,1,blue,1440,2,1,1,1,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,3,49,3,1,8,color,triangle,1,blue,1440,2,1,1,1,0,an
51,1,1,9,color,triangle,1,red,709,1,1,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,3,51,1,1,9,color,triangle,1,red,709,1,1,0,0,0,an
13,3,4,10,color,circle,4,blue,974,1,3,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,3,13,3,4,10,color,circle,4,blue,974,1,3,0,0,0,an
32,3,4,1,shape,cross,4,yellow,1040,2,4,1,1,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,4,32,3,4,1,shape,cross,4,yellow,1040,2,4,1,1,0,an
28,3,4,2,shape,cross,3,yellow,1840,1,3,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,4,28,3,4,2,shape,cross,3,yellow,1840,1,3,0,0,0,an
23,3,1,3,shape,cross,2,red,994,1,3,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,4,23,3,1,3,shape,cross,2,red,994,1,3,0,0,0,an
9,1,3,4,shape,circle,3,blue,1043,1,1,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,4,9,1,3,4,shape,circle,3,blue,1043,1,1,0,0,0,an
64,2,4,5,shape,triangle,4,yellow,1018,1,2,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,4,64,2,4,5,shape,triangle,4,yellow,1018,1,2,0,0,0,an
36,4,4,6,shape,star,1,yellow,1557,1,4,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,4,36,4,4,6,shape,star,1,yellow,1557,1,4,0,0,0,an
63,2,1,7,shape,triangle,4,red,938,1,2,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,4,63,2,1,7,shape,triangle,4,red,938,1,2,0,0,0,an
59,2,1,8,shape,triangle,3,red,778,1,2,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,4,59,2,1,8,shape,triangle,3,red,778,1,2,0,0,0,an
20,3,4,9,shape,cross,1,yellow,1164,1,3,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,4,20,3,4,9,shape,cross,1,yellow,1164,1,3,0,0,0,an
2,1,2,10,shape,circle,1,green,1076,1,1,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,4,2,1,2,10,shape,circle,1,green,1076,1,1,0,0,0,an
24,2,3,1,number,cross,2,yellow,1035,1,2,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,5,24,2,3,1,number,cross,2,yellow,1035,1,2,0,0,0,an
5,2,1,2,number,circle,2,blue,790,1,2,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,5,5,2,1,2,number,circle,2,blue,790,1,2,0,0,0,an
42,3,4,3,number,star,3,green,908,1,3,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,5,42,3,4,3,number,star,3,green,908,1,3,0,0,0,an
10,3,1,4,number,circle,3,green,1169,1,3,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,5,10,3,1,4,number,circle,3,green,1169,1,3,0,0,0,an
29,4,3,5,number,cross,4,blue,994,1,4,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,5,29,4,3,5,number,cross,4,blue,994,1,4,0,0,0,an
47,4,4,6,number,star,4,red,1203,1,4,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,5,47,4,4,6,number,star,4,red,1203,1,4,0,0,0,an
31,4,3,7,number,cross,4,red,714,1,4,0,0,0,wcst_pazienti.2021-09-08-1547.data.08a358af-e703-4e83-b58e-eaa22ac3de60.txt,5,31,4,3,7,number,cross,4,red,714,1,4,0,0,0,an
