V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,subj_name,block,card_shown,correct_card,card_chosen_if_perseveration,trial_in_a_sequence,name_of_task,card_shape,card_number,card_color,rt,is_correct,chosen_card,is_error,is_perseverative_error,is_non_perseverative_error
64,2,4,5,shape,triangle,4,yellow,1851,2,4,1,1,0,wcst_pazienti.2021-06-22-1701.data.babe2940-fac2-4d92-b13e-5b08b36ec2b9.txt,4,64,2,4,5,shape,triangle,4,yellow,1851,2,4,1,1,0
36,4,4,6,shape,star,1,yellow,1829,1,4,0,0,0,wcst_pazienti.2021-06-22-1701.data.babe2940-fac2-4d92-b13e-5b08b36ec2b9.txt,4,36,4,4,6,shape,star,1,yellow,1829,1,4,0,0,0
63,2,1,7,shape,triangle,4,red,3135,1,2,0,0,0,wcst_pazienti.2021-06-22-1701.data.babe2940-fac2-4d92-b13e-5b08b36ec2b9.txt,4,63,2,1,7,shape,triangle,4,red,3135,1,2,0,0,0
59,2,1,8,shape,triangle,3,red,1482,1,2,0,0,0,wcst_pazienti.2021-06-22-1701.data.babe2940-fac2-4d92-b13e-5b08b36ec2b9.txt,4,59,2,1,8,shape,triangle,3,red,1482,1,2,0,0,0
20,3,4,9,shape,cross,1,yellow,2009,1,3,0,0,0,wcst_pazienti.2021-06-22-1701.data.babe2940-fac2-4d92-b13e-5b08b36ec2b9.txt,4,20,3,4,9,shape,cross,1,yellow,2009,1,3,0,0,0
2,1,2,10,shape,circle,1,green,3014,1,1,0,0,0,wcst_pazienti.2021-06-22-1701.data.babe2940-fac2-4d92-b13e-5b08b36ec2b9.txt,4,2,1,2,10,shape,circle,1,green,3014,1,1,0,0,0
24,2,3,1,number,cross,2,yellow,2303,2,3,1,1,0,wcst_pazienti.2021-06-22-1701.data.babe2940-fac2-4d92-b13e-5b08b36ec2b9.txt,5,24,2,3,1,number,cross,2,yellow,2303,2,3,1,1,0
5,2,1,2,number,circle,2,blue,6534,2,1,1,1,0,wcst_pazienti.2021-06-22-1701.data.babe2940-fac2-4d92-b13e-5b08b36ec2b9.txt,5,5,2,1,2,number,circle,2,blue,6534,2,1,1,1,0
42,3,4,3,number,star,3,green,9563,2,4,1,1,0,wcst_pazienti.2021-06-22-1701.data.babe2940-fac2-4d92-b13e-5b08b36ec2b9.txt,5,42,3,4,3,number,star,3,green,9563,2,4,1,1,0
10,3,1,4,number,circle,3,green,1862,2,4,1,0,1,wcst_pazienti.2021-06-22-1701.data.babe2940-fac2-4d92-b13e-5b08b36ec2b9.txt,5,10,3,1,4,number,circle,3,green,1862,2,4,1,0,1
29,4,3,5,number,cross,4,blue,2279,1,4,0,0,0,wcst_pazienti.2021-06-22-1701.data.babe2940-fac2-4d92-b13e-5b08b36ec2b9.txt,5,29,4,3,5,number,cross,4,blue,2279,1,4,0,0,0
47,4,4,6,number,star,4,red,801,1,4,0,0,0,wcst_pazienti.2021-06-22-1701.data.babe2940-fac2-4d92-b13e-5b08b36ec2b9.txt,5,47,4,4,6,number,star,4,red,801,1,4,0,0,0
31,4,3,7,number,cross,4,red,2964,1,4,0,0,0,wcst_pazienti.2021-06-22-1701.data.babe2940-fac2-4d92-b13e-5b08b36ec2b9.txt,5,31,4,3,7,number,cross,4,red,2964,1,4,0,0,0
38,2,4,8,number,star,2,green,3193,1,2,0,0,0,wcst_pazienti.2021-06-22-1701.data.babe2940-fac2-4d92-b13e-5b08b36ec2b9.txt,5,38,2,4,8,number,star,2,green,3193,1,2,0,0,0
21,2,3,9,number,cross,2,blue,1183,1,2,0,0,0,wcst_pazienti.2021-06-22-1701.data.babe2940-fac2-4d92-b13e-5b08b36ec2b9.txt,5,21,2,3,9,number,cross,2,blue,1183,1,2,0,0,0
6,2,1,10,number,circle,2,green,842,1,2,0,0,0,wcst_pazienti.2021-06-22-1701.data.babe2940-fac2-4d92-b13e-5b08b36ec2b9.txt,5,6,2,1,10,number,circle,2,green,842,1,2,0,0,0
12,4,3,1,color,circle,3,yellow,2281,2,3,1,1,0,wcst_pazienti.2021-06-22-1701.data.babe2940-fac2-4d92-b13e-5b08b36ec2b9.txt,6,12,4,3,1,color,circle,3,yellow,2281,2,3,1,1,0
61,3,4,2,color,triangle,4,blue,3729,1,3,0,0,0,wcst_pazienti.2021-06-22-1701.data.babe2940-fac2-4d92-b13e-5b08b36ec2b9.txt,6,61,3,4,2,color,triangle,4,blue,3729,1,3,0,0,0
55,1,2,3,color,triangle,2,red,4175,1,1,0,0,0,wcst_pazienti.2021-06-22-1701.data.babe2940-fac2-4d92-b13e-5b08b36ec2b9.txt,6,55,1,2,3,color,triangle,2,red,4175,1,1,0,0,0
41,3,3,4,color,star,3,blue,3988,1,3,0,0,0,wcst_pazienti.2021-06-22-1701.data.babe2940-fac2-4d92-b13e-5b08b36ec2b9.txt,6,41,3,3,4,color,star,3,blue,3988,1,3,0,0,0
44,4,3,5,color,star,3,yellow,1574,2,3,1,1,0,wcst_pazienti.2021-06-22-1701.data.babe2940-fac2-4d92-b13e-5b08b36ec2b9.txt,6,44,4,3,5,color,star,3,yellow,1574,2,3,1,1,0
4,4,1,6,color,circle,1,yellow,2423,2,1,1,1,0,wcst_pazienti.2021-06-22-1701.data.babe2940-fac2-4d92-b13e-5b08b36ec2b9.txt,6,4,4,1,6,color,circle,1,yellow,2423,2,1,1,1,0
60,4,3,7,color,triangle,3,yellow,2919,2,3,1,1,0,wcst_pazienti.2021-06-22-1701.data.babe2940-fac2-4d92-b13e-5b08b36ec2b9.txt,6,60,4,3,7,color,triangle,3,yellow,2919,2,3,1,1,0
43,1,3,8,color,star,3,red,1105,2,3,1,1,0,wcst_pazienti.2021-06-22-1701.data.babe2940-fac2-4d92-b13e-5b08b36ec2b9.txt,6,43,1,3,8,color,star,3,red,1105,2,3,1,1,0
8,4,2,9,color,circle,2,yellow,2511,2,1,1,0,1,wcst_pazienti.2021-06-22-1701.data.babe2940-fac2-4d92-b13e-5b08b36ec2b9.txt,6,8,4,2,9,color,circle,2,yellow,2511,2,1,1,0,1
18,2,1,10,color,cross,1,green,1998,2,1,1,1,0,wcst_pazienti.2021-06-22-1701.data.babe2940-fac2-4d92-b13e-5b08b36ec2b9.txt,6,18,2,1,10,color,cross,1,green,1998,2,1,1,1,0
40,4,0,1,shape,star,2,yellow,2332,2,2,1,0,1,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,1,40,4,0,1,shape,star,2,yellow,2332,2,2,1,0,1
35,4,0,2,shape,star,1,red,10000,3,2,1,0,1,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,1,35,4,0,2,shape,star,1,red,10000,3,2,1,0,1
52,2,0,3,shape,triangle,1,yellow,3019,2,4,1,0,1,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,1,52,2,0,3,shape,triangle,1,yellow,3019,2,4,1,0,1
34,4,0,4,shape,star,1,green,880,2,1,1,0,1,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,1,34,4,0,4,shape,star,1,green,880,2,1,1,0,1
33,4,0,5,shape,star,1,blue,2018,2,3,1,0,1,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,1,33,4,0,5,shape,star,1,blue,2018,2,3,1,0,1
1,1,0,6,shape,circle,1,blue,2978,2,3,1,0,1,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,1,1,1,0,6,shape,circle,1,blue,2978,2,3,1,0,1
39,4,0,7,shape,star,2,red,1025,2,1,1,0,1,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,1,39,4,0,7,shape,star,2,red,1025,2,1,1,0,1
7,1,0,8,shape,circle,2,red,1484,2,2,1,0,1,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,1,7,1,0,8,shape,circle,2,red,1484,2,2,1,0,1
56,2,0,9,shape,triangle,2,yellow,1873,2,4,1,0,1,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,1,56,2,0,9,shape,triangle,2,yellow,1873,2,4,1,0,1
14,1,0,10,shape,circle,4,green,2107,2,4,1,0,1,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,1,14,1,0,10,shape,circle,4,green,2107,2,4,1,0,1
62,4,2,1,number,triangle,4,green,1744,1,4,0,0,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,2,62,4,2,1,number,triangle,4,green,1744,1,4,0,0,0
58,3,2,2,number,triangle,3,green,1539,1,3,0,0,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,2,58,3,2,2,number,triangle,3,green,1539,1,3,0,0,0
26,3,3,3,number,cross,3,green,896,1,3,0,0,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,2,26,3,3,3,number,cross,3,green,896,1,3,0,0,0
30,4,3,4,number,cross,4,green,1575,1,4,0,0,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,2,30,4,3,4,number,cross,4,green,1575,1,4,0,0,0
50,1,2,5,number,triangle,1,green,1384,1,1,0,0,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,2,50,1,2,5,number,triangle,1,green,1384,1,1,0,0,0
17,1,3,6,number,cross,1,blue,895,1,1,0,0,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,2,17,1,3,6,number,cross,1,blue,895,1,1,0,0,0
11,3,1,7,number,circle,3,red,1575,1,3,0,0,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,2,11,3,1,7,number,circle,3,red,1575,1,3,0,0,0
53,2,2,8,number,triangle,2,blue,1510,1,2,0,0,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,2,53,2,2,8,number,triangle,2,blue,1510,1,2,0,0,0
16,4,1,9,number,circle,4,yellow,1099,1,4,0,0,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,2,16,4,1,9,number,circle,4,yellow,1099,1,4,0,0,0
37,2,4,10,number,star,2,blue,1921,1,2,0,0,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,2,37,2,4,10,number,star,2,blue,1921,1,2,0,0,0
46,2,4,1,color,star,4,green,1587,2,4,1,1,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,3,46,2,4,1,color,star,4,green,1587,2,4,1,1,0
45,3,4,2,color,star,4,blue,2386,1,3,0,0,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,3,45,3,4,2,color,star,4,blue,2386,1,3,0,0,0
27,1,3,3,color,cross,3,red,2382,2,3,1,1,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,3,27,1,3,3,color,cross,3,red,2382,2,3,1,1,0
15,1,4,4,color,circle,4,red,1302,2,4,1,1,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,3,15,1,4,4,color,circle,4,red,1302,2,4,1,1,0
19,1,1,5,color,cross,1,red,842,1,1,0,0,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,3,19,1,1,5,color,cross,1,red,842,1,1,0,0,0
57,3,3,6,color,triangle,3,blue,1124,1,3,0,0,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,3,57,3,3,6,color,triangle,3,blue,1124,1,3,0,0,0
22,2,2,7,color,cross,2,green,1694,1,2,0,0,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,3,22,2,2,7,color,cross,2,green,1694,1,2,0,0,0
49,3,1,8,color,triangle,1,blue,911,2,1,1,1,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,3,49,3,1,8,color,triangle,1,blue,911,2,1,1,1,0
51,1,1,9,color,triangle,1,red,1241,1,1,0,0,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,3,51,1,1,9,color,triangle,1,red,1241,1,1,0,0,0
13,3,4,10,color,circle,4,blue,1272,2,4,1,1,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,3,13,3,4,10,color,circle,4,blue,1272,2,4,1,1,0
32,3,4,1,shape,cross,4,yellow,1204,2,4,1,1,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,4,32,3,4,1,shape,cross,4,yellow,1204,2,4,1,1,0
28,3,4,2,shape,cross,3,yellow,1642,1,3,0,0,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,4,28,3,4,2,shape,cross,3,yellow,1642,1,3,0,0,0
23,3,1,3,shape,cross,2,red,2983,2,2,1,0,1,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,4,23,3,1,3,shape,cross,2,red,2983,2,2,1,0,1
9,1,3,4,shape,circle,3,blue,1141,2,3,1,1,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,4,9,1,3,4,shape,circle,3,blue,1141,2,3,1,1,0
64,2,4,5,shape,triangle,4,yellow,1426,2,4,1,1,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,4,64,2,4,5,shape,triangle,4,yellow,1426,2,4,1,1,0
36,4,4,6,shape,star,1,yellow,1492,2,1,1,0,1,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,4,36,4,4,6,shape,star,1,yellow,1492,2,1,1,0,1
63,2,1,7,shape,triangle,4,red,2412,1,2,0,0,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,4,63,2,1,7,shape,triangle,4,red,2412,1,2,0,0,0
59,2,1,8,shape,triangle,3,red,1364,1,2,0,0,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,4,59,2,1,8,shape,triangle,3,red,1364,1,2,0,0,0
20,3,4,9,shape,cross,1,yellow,1443,1,3,0,0,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,4,20,3,4,9,shape,cross,1,yellow,1443,1,3,0,0,0
2,1,2,10,shape,circle,1,green,2499,1,1,0,0,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,4,2,1,2,10,shape,circle,1,green,2499,1,1,0,0,0
24,2,3,1,number,cross,2,yellow,1928,2,3,1,1,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,5,24,2,3,1,number,cross,2,yellow,1928,2,3,1,1,0
5,2,1,2,number,circle,2,blue,1340,2,3,1,0,1,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,5,5,2,1,2,number,circle,2,blue,1340,2,3,1,0,1
42,3,4,3,number,star,3,green,3850,2,4,1,1,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,5,42,3,4,3,number,star,3,green,3850,2,4,1,1,0
10,3,1,4,number,circle,3,green,1033,1,3,0,0,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,5,10,3,1,4,number,circle,3,green,1033,1,3,0,0,0
29,4,3,5,number,cross,4,blue,1359,1,4,0,0,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,5,29,4,3,5,number,cross,4,blue,1359,1,4,0,0,0
47,4,4,6,number,star,4,red,1072,1,4,0,0,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,5,47,4,4,6,number,star,4,red,1072,1,4,0,0,0
31,4,3,7,number,cross,4,red,919,1,4,0,0,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,5,31,4,3,7,number,cross,4,red,919,1,4,0,0,0
38,2,4,8,number,star,2,green,1911,1,2,0,0,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,5,38,2,4,8,number,star,2,green,1911,1,2,0,0,0
21,2,3,9,number,cross,2,blue,1588,1,2,0,0,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,5,21,2,3,9,number,cross,2,blue,1588,1,2,0,0,0
6,2,1,10,number,circle,2,green,1877,1,2,0,0,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,5,6,2,1,10,number,circle,2,green,1877,1,2,0,0,0
12,4,3,1,color,circle,3,yellow,1419,2,3,1,1,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,6,12,4,3,1,color,circle,3,yellow,1419,2,3,1,1,0
61,3,4,2,color,triangle,4,blue,1575,2,4,1,1,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,6,61,3,4,2,color,triangle,4,blue,1575,2,4,1,1,0
55,1,2,3,color,triangle,2,red,1525,2,2,1,1,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,6,55,1,2,3,color,triangle,2,red,1525,2,2,1,1,0
41,3,3,4,color,star,3,blue,1717,2,4,1,0,1,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,6,41,3,3,4,color,star,3,blue,1717,2,4,1,0,1
44,4,3,5,color,star,3,yellow,2229,2,3,1,1,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,6,44,4,3,5,color,star,3,yellow,2229,2,3,1,1,0
4,4,1,6,color,circle,1,yellow,1639,2,1,1,1,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,6,4,4,1,6,color,circle,1,yellow,1639,2,1,1,1,0
60,4,3,7,color,triangle,3,yellow,1257,2,2,1,0,1,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,6,60,4,3,7,color,triangle,3,yellow,1257,2,2,1,0,1
43,1,3,8,color,star,3,red,1021,2,3,1,1,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,6,43,1,3,8,color,star,3,red,1021,2,3,1,1,0
8,4,2,9,color,circle,2,yellow,2881,2,1,1,0,1,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,6,8,4,2,9,color,circle,2,yellow,2881,2,1,1,0,1
18,2,1,10,color,cross,1,green,2044,2,1,1,1,0,wcst_pazienti.2021-07-08-1741.data.9117ab46-6270-4b8d-9625-038ce18f05ff.txt,6,18,2,1,10,color,cross,1,green,2044,2,1,1,1,0
40,4,0,1,shape,star,2,yellow,5256,2,2,1,0,1,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,1,40,4,0,1,shape,star,2,yellow,5256,2,2,1,0,1
35,4,0,2,shape,star,1,red,7883,1,4,0,0,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,1,35,4,0,2,shape,star,1,red,7883,1,4,0,0,0
52,2,0,3,shape,triangle,1,yellow,3213,1,2,0,0,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,1,52,2,0,3,shape,triangle,1,yellow,3213,1,2,0,0,0
34,4,0,4,shape,star,1,green,2889,1,4,0,0,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,1,34,4,0,4,shape,star,1,green,2889,1,4,0,0,0
33,4,0,5,shape,star,1,blue,1589,1,4,0,0,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,1,33,4,0,5,shape,star,1,blue,1589,1,4,0,0,0
1,1,0,6,shape,circle,1,blue,3168,1,1,0,0,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,1,1,1,0,6,shape,circle,1,blue,3168,1,1,0,0,0
39,4,0,7,shape,star,2,red,1870,1,4,0,0,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,1,39,4,0,7,shape,star,2,red,1870,1,4,0,0,0
7,1,0,8,shape,circle,2,red,1971,1,1,0,0,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,1,7,1,0,8,shape,circle,2,red,1971,1,1,0,0,0
56,2,0,9,shape,triangle,2,yellow,1515,1,2,0,0,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,1,56,2,0,9,shape,triangle,2,yellow,1515,1,2,0,0,0
14,1,0,10,shape,circle,4,green,2325,1,1,0,0,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,1,14,1,0,10,shape,circle,4,green,2325,1,1,0,0,0
62,4,2,1,number,triangle,4,green,1540,2,2,1,1,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,2,62,4,2,1,number,triangle,4,green,1540,2,2,1,1,0
58,3,2,2,number,triangle,3,green,2452,1,3,0,0,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,2,58,3,2,2,number,triangle,3,green,2452,1,3,0,0,0
26,3,3,3,number,cross,3,green,1475,1,3,0,0,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,2,26,3,3,3,number,cross,3,green,1475,1,3,0,0,0
30,4,3,4,number,cross,4,green,1606,1,4,0,0,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,2,30,4,3,4,number,cross,4,green,1606,1,4,0,0,0
50,1,2,5,number,triangle,1,green,2340,1,1,0,0,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,2,50,1,2,5,number,triangle,1,green,2340,1,1,0,0,0
17,1,3,6,number,cross,1,blue,1319,1,1,0,0,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,2,17,1,3,6,number,cross,1,blue,1319,1,1,0,0,0
11,3,1,7,number,circle,3,red,2055,1,3,0,0,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,2,11,3,1,7,number,circle,3,red,2055,1,3,0,0,0
53,2,2,8,number,triangle,2,blue,1787,1,2,0,0,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,2,53,2,2,8,number,triangle,2,blue,1787,1,2,0,0,0
16,4,1,9,number,circle,4,yellow,2318,1,4,0,0,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,2,16,4,1,9,number,circle,4,yellow,2318,1,4,0,0,0
37,2,4,10,number,star,2,blue,1579,1,2,0,0,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,2,37,2,4,10,number,star,2,blue,1579,1,2,0,0,0
46,2,4,1,color,star,4,green,1708,2,4,1,1,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,3,46,2,4,1,color,star,4,green,1708,2,4,1,1,0
45,3,4,2,color,star,4,blue,1590,1,3,0,0,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,3,45,3,4,2,color,star,4,blue,1590,1,3,0,0,0
27,1,3,3,color,cross,3,red,1434,1,1,0,0,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,3,27,1,3,3,color,cross,3,red,1434,1,1,0,0,0
15,1,4,4,color,circle,4,red,1030,1,1,0,0,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,3,15,1,4,4,color,circle,4,red,1030,1,1,0,0,0
19,1,1,5,color,cross,1,red,1105,1,1,0,0,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,3,19,1,1,5,color,cross,1,red,1105,1,1,0,0,0
57,3,3,6,color,triangle,3,blue,1479,1,3,0,0,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,3,57,3,3,6,color,triangle,3,blue,1479,1,3,0,0,0
22,2,2,7,color,cross,2,green,1418,1,2,0,0,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,3,22,2,2,7,color,cross,2,green,1418,1,2,0,0,0
49,3,1,8,color,triangle,1,blue,1789,1,3,0,0,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,3,49,3,1,8,color,triangle,1,blue,1789,1,3,0,0,0
51,1,1,9,color,triangle,1,red,1574,1,1,0,0,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,3,51,1,1,9,color,triangle,1,red,1574,1,1,0,0,0
13,3,4,10,color,circle,4,blue,1860,1,3,0,0,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,3,13,3,4,10,color,circle,4,blue,1860,1,3,0,0,0
32,3,4,1,shape,cross,4,yellow,1399,2,4,1,1,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,4,32,3,4,1,shape,cross,4,yellow,1399,2,4,1,1,0
28,3,4,2,shape,cross,3,yellow,1793,1,3,0,0,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,4,28,3,4,2,shape,cross,3,yellow,1793,1,3,0,0,0
23,3,1,3,shape,cross,2,red,4591,1,3,0,0,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,4,23,3,1,3,shape,cross,2,red,4591,1,3,0,0,0
9,1,3,4,shape,circle,3,blue,1260,1,1,0,0,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,4,9,1,3,4,shape,circle,3,blue,1260,1,1,0,0,0
64,2,4,5,shape,triangle,4,yellow,2331,1,2,0,0,0,wcst_pazienti.2021-07-12-1826.data.23efee43-8685-41c7-b362-3d8fc15c68a3.txt,4,64,2,4,5,shape,triangle,4,yellow,2331,1,2,0,0,0
