stim_category,stim_position,task_type,food_img,plant_img,block_type,is_task_switch,is_correct,rt,subj_id,trial,group
mixed,1,1,5,1,0,1,1,1890,as_ga_2005_06_15_329_f,85,AN
mixed,2,1,4,5,0,0,1,1094,as_ga_2005_06_15_329_f,86,AN
mixed,3,2,8,8,0,1,1,1365,as_ga_2005_06_15_329_f,87,AN
mixed,4,2,7,1,0,0,1,918,as_ga_2005_06_15_329_f,88,AN
mixed,1,1,1,5,0,1,1,1407,as_ga_2005_06_15_329_f,89,AN
mixed,2,1,4,2,0,0,1,1012,as_ga_2005_06_15_329_f,90,AN
mixed,3,2,8,1,0,1,1,1384,as_ga_2005_06_15_329_f,91,AN
mixed,4,2,4,3,0,0,1,761,as_ga_2005_06_15_329_f,92,AN
mixed,1,1,7,7,0,1,1,1705,as_ga_2005_06_15_329_f,93,AN
mixed,2,1,5,6,0,0,1,1721,as_ga_2005_06_15_329_f,94,AN
mixed,3,2,7,7,0,1,1,1557,as_ga_2005_06_15_329_f,95,AN
mixed,4,2,6,5,0,0,1,822,as_ga_2005_06_15_329_f,96,AN
mixed,1,1,7,2,0,1,1,1571,as_ga_2005_06_15_329_f,97,AN
mixed,2,1,6,8,0,0,1,1551,as_ga_2005_06_15_329_f,98,AN
mixed,3,2,2,4,0,1,1,1550,as_ga_2005_06_15_329_f,99,AN
mixed,4,2,1,1,0,0,1,1229,as_ga_2005_06_15_329_f,100,AN
mixed,1,1,2,3,0,1,1,2363,as_ga_2005_06_15_329_f,101,AN
mixed,2,1,6,5,0,0,1,1032,as_ga_2005_06_15_329_f,102,AN
mixed,3,2,2,7,0,1,2,1215,as_ga_2005_06_15_329_f,103,AN
mixed,4,2,3,2,0,0,1,1711,as_ga_2005_06_15_329_f,104,AN
mixed,1,1,6,5,0,1,1,1453,as_ga_2005_06_15_329_f,105,AN
mixed,2,1,4,1,0,0,1,1632,as_ga_2005_06_15_329_f,106,AN
mixed,3,2,1,3,0,1,1,1365,as_ga_2005_06_15_329_f,107,AN
mixed,4,2,7,7,0,0,1,1475,as_ga_2005_06_15_329_f,108,AN
mixed,1,1,8,3,0,1,1,1693,as_ga_2005_06_15_329_f,109,AN
mixed,2,1,4,6,0,0,1,1120,as_ga_2005_06_15_329_f,110,AN
mixed,3,2,2,3,0,1,1,1254,as_ga_2005_06_15_329_f,111,AN
mixed,4,2,4,5,0,0,1,954,as_ga_2005_06_15_329_f,112,AN
mixed,1,1,5,2,0,1,1,1500,as_ga_2005_06_15_329_f,113,AN
mixed,2,1,4,3,0,0,1,942,as_ga_2005_06_15_329_f,114,AN
mixed,3,2,2,7,0,1,1,1794,as_ga_2005_06_15_329_f,115,AN
mixed,4,2,3,3,0,0,1,622,as_ga_2005_06_15_329_f,116,AN
mixed,1,1,1,7,0,1,1,1121,as_ga_2005_06_15_329_f,117,AN
mixed,2,1,3,6,0,0,1,737,as_ga_2005_06_15_329_f,118,AN
mixed,3,2,8,1,0,1,1,930,as_ga_2005_06_15_329_f,119,AN
mixed,4,2,4,3,0,0,1,695,as_ga_2005_06_15_329_f,120,AN
food,1,1,6,8,1,1,3,5000,al_ro_1989_04_25_160_f,1,AN
food,2,1,8,2,1,0,1,4591,al_ro_1989_04_25_160_f,2,AN
food,1,1,7,1,1,0,1,3938,al_ro_1989_04_25_160_f,3,AN
food,2,1,6,2,1,0,1,4513,al_ro_1989_04_25_160_f,4,AN
food,1,1,7,6,1,0,1,2333,al_ro_1989_04_25_160_f,5,AN
food,2,1,6,2,1,0,1,1670,al_ro_1989_04_25_160_f,6,AN
food,1,1,8,7,1,0,1,969,al_ro_1989_04_25_160_f,7,AN
food,2,1,5,2,1,0,1,1147,al_ro_1989_04_25_160_f,8,AN
food,1,1,7,4,1,0,1,907,al_ro_1989_04_25_160_f,9,AN
food,2,1,3,2,1,0,1,2646,al_ro_1989_04_25_160_f,10,AN
food,1,1,2,3,1,0,1,1601,al_ro_1989_04_25_160_f,11,AN
food,2,1,4,1,1,0,1,2418,al_ro_1989_04_25_160_f,12,AN
food,1,1,3,2,1,0,1,1699,al_ro_1989_04_25_160_f,13,AN
food,2,1,6,5,1,0,1,1814,al_ro_1989_04_25_160_f,14,AN
food,1,1,2,8,1,0,1,1309,al_ro_1989_04_25_160_f,15,AN
food,2,1,8,5,1,0,1,1575,al_ro_1989_04_25_160_f,16,AN
food,1,1,3,3,1,0,1,1360,al_ro_1989_04_25_160_f,17,AN
food,2,1,1,2,1,0,1,1674,al_ro_1989_04_25_160_f,18,AN
food,1,1,7,1,1,0,1,1036,al_ro_1989_04_25_160_f,19,AN
food,2,1,2,6,1,0,1,1260,al_ro_1989_04_25_160_f,20,AN
food,1,1,5,7,1,0,1,1070,al_ro_1989_04_25_160_f,21,AN
food,2,1,4,1,1,0,1,1793,al_ro_1989_04_25_160_f,22,AN
food,1,1,2,8,1,0,1,2301,al_ro_1989_04_25_160_f,23,AN
food,2,1,4,4,1,0,1,1203,al_ro_1989_04_25_160_f,24,AN
food,1,1,2,8,1,0,1,936,al_ro_1989_04_25_160_f,25,AN
food,2,1,5,6,1,0,1,962,al_ro_1989_04_25_160_f,26,AN
food,1,1,3,4,1,0,1,1213,al_ro_1989_04_25_160_f,27,AN
food,2,1,2,8,1,0,1,1500,al_ro_1989_04_25_160_f,28,AN
food,1,1,4,5,1,0,1,967,al_ro_1989_04_25_160_f,29,AN
food,2,1,5,4,1,0,1,929,al_ro_1989_04_25_160_f,30,AN
food,1,1,2,5,1,0,1,1881,al_ro_1989_04_25_160_f,31,AN
food,2,1,8,8,1,0,1,1285,al_ro_1989_04_25_160_f,32,AN
food,1,1,5,5,1,0,1,1096,al_ro_1989_04_25_160_f,33,AN
food,2,1,1,7,1,0,1,1250,al_ro_1989_04_25_160_f,34,AN
food,1,1,2,8,1,0,1,883,al_ro_1989_04_25_160_f,35,AN
food,2,1,3,6,1,0,1,1222,al_ro_1989_04_25_160_f,36,AN
food,1,1,6,1,1,0,1,1159,al_ro_1989_04_25_160_f,37,AN
food,2,1,7,3,1,0,1,1029,al_ro_1989_04_25_160_f,38,AN
food,1,1,6,8,1,0,1,1138,al_ro_1989_04_25_160_f,39,AN
food,2,1,7,5,1,0,1,728,al_ro_1989_04_25_160_f,40,AN
plants,3,2,5,1,2,1,2,4797,al_ro_1989_04_25_160_f,41,AN
plants,4,2,2,3,2,0,1,2903,al_ro_1989_04_25_160_f,42,AN
plants,3,2,3,5,2,0,1,1887,al_ro_1989_04_25_160_f,43,AN
plants,4,2,1,7,2,0,1,1102,al_ro_1989_04_25_160_f,44,AN
plants,3,2,2,4,2,0,1,3370,al_ro_1989_04_25_160_f,45,AN
plants,4,2,7,3,2,0,1,1041,al_ro_1989_04_25_160_f,46,AN
plants,3,2,3,7,2,0,1,1067,al_ro_1989_04_25_160_f,47,AN
plants,4,2,8,5,2,0,1,940,al_ro_1989_04_25_160_f,48,AN
plants,3,2,5,3,2,0,1,1116,al_ro_1989_04_25_160_f,49,AN
plants,4,2,3,6,2,0,1,1895,al_ro_1989_04_25_160_f,50,AN
plants,3,2,8,7,2,0,1,858,al_ro_1989_04_25_160_f,51,AN
plants,4,2,5,3,2,0,1,1621,al_ro_1989_04_25_160_f,52,AN
plants,3,2,2,8,2,0,1,1098,al_ro_1989_04_25_160_f,53,AN
plants,4,2,1,7,2,0,1,1012,al_ro_1989_04_25_160_f,54,AN
plants,3,2,4,5,2,0,1,853,al_ro_1989_04_25_160_f,55,AN
plants,4,2,5,6,2,0,1,1027,al_ro_1989_04_25_160_f,56,AN
plants,3,2,6,1,2,0,1,1092,al_ro_1989_04_25_160_f,57,AN
plants,4,2,1,2,2,0,1,954,al_ro_1989_04_25_160_f,58,AN
plants,3,2,8,5,2,0,1,1394,al_ro_1989_04_25_160_f,59,AN
plants,4,2,6,1,2,0,1,2482,al_ro_1989_04_25_160_f,60,AN
plants,3,2,8,3,2,0,1,1006,al_ro_1989_04_25_160_f,61,AN
plants,4,2,5,8,2,0,1,1622,al_ro_1989_04_25_160_f,62,AN
plants,3,2,1,7,2,0,1,972,al_ro_1989_04_25_160_f,63,AN
plants,4,2,4,6,2,0,1,912,al_ro_1989_04_25_160_f,64,AN
plants,3,2,3,1,2,0,1,2391,al_ro_1989_04_25_160_f,65,AN
plants,4,2,1,3,2,0,1,857,al_ro_1989_04_25_160_f,66,AN
plants,3,2,6,7,2,0,1,2098,al_ro_1989_04_25_160_f,67,AN
plants,4,2,8,8,2,0,1,717,al_ro_1989_04_25_160_f,68,AN
plants,3,2,5,7,2,0,1,559,al_ro_1989_04_25_160_f,69,AN
plants,4,2,7,4,2,0,1,1545,al_ro_1989_04_25_160_f,70,AN
plants,3,2,2,7,2,0,1,1057,al_ro_1989_04_25_160_f,71,AN
plants,4,2,4,3,2,0,1,2355,al_ro_1989_04_25_160_f,72,AN
plants,3,2,2,5,2,0,1,1410,al_ro_1989_04_25_160_f,73,AN
plants,4,2,7,4,2,0,1,2233,al_ro_1989_04_25_160_f,74,AN
plants,3,2,8,1,2,0,1,1624,al_ro_1989_04_25_160_f,75,AN
plants,4,2,7,2,2,0,1,750,al_ro_1989_04_25_160_f,76,AN
plants,3,2,3,5,2,0,1,1378,al_ro_1989_04_25_160_f,77,AN
plants,4,2,7,6,2,0,1,1031,al_ro_1989_04_25_160_f,78,AN
plants,3,2,6,3,2,0,1,3654,al_ro_1989_04_25_160_f,79,AN
plants,4,2,5,4,2,0,1,665,al_ro_1989_04_25_160_f,80,AN
mixed,1,1,8,8,0,1,1,4936,al_ro_1989_04_25_160_f,81,AN
mixed,2,1,5,2,0,0,1,2811,al_ro_1989_04_25_160_f,82,AN
mixed,3,2,4,6,0,1,1,2800,al_ro_1989_04_25_160_f,83,AN
mixed,4,2,1,3,0,0,1,1333,al_ro_1989_04_25_160_f,84,AN
mixed,1,1,3,8,0,1,1,2980,al_ro_1989_04_25_160_f,85,AN
mixed,2,1,5,1,0,0,1,3470,al_ro_1989_04_25_160_f,86,AN
mixed,3,2,4,7,0,1,1,3543,al_ro_1989_04_25_160_f,87,AN
mixed,4,2,6,5,0,0,1,1318,al_ro_1989_04_25_160_f,88,AN
mixed,1,1,5,3,0,1,1,2868,al_ro_1989_04_25_160_f,89,AN
mixed,2,1,3,4,0,0,1,1398,al_ro_1989_04_25_160_f,90,AN
mixed,3,2,7,2,0,1,1,3426,al_ro_1989_04_25_160_f,91,AN
mixed,4,2,3,5,0,0,1,1394,al_ro_1989_04_25_160_f,92,AN
mixed,1,1,1,3,0,1,1,2586,al_ro_1989_04_25_160_f,93,AN
mixed,2,1,5,5,0,0,1,1257,al_ro_1989_04_25_160_f,94,AN
mixed,3,2,1,3,0,1,1,4103,al_ro_1989_04_25_160_f,95,AN
mixed,4,2,7,5,0,0,1,1741,al_ro_1989_04_25_160_f,96,AN
mixed,1,1,2,2,0,1,1,4282,al_ro_1989_04_25_160_f,97,AN
mixed,2,1,8,5,0,0,1,1794,al_ro_1989_04_25_160_f,98,AN
mixed,3,2,1,2,0,1,1,2140,al_ro_1989_04_25_160_f,99,AN
mixed,4,2,8,7,0,0,1,4766,al_ro_1989_04_25_160_f,100,AN
mixed,1,1,4,8,0,1,1,2911,al_ro_1989_04_25_160_f,101,AN
mixed,2,1,6,1,0,0,1,3910,al_ro_1989_04_25_160_f,102,AN
mixed,3,2,2,2,0,1,3,5000,al_ro_1989_04_25_160_f,103,AN
mixed,4,2,1,7,0,0,1,2558,al_ro_1989_04_25_160_f,104,AN
mixed,1,1,2,6,0,1,1,3125,al_ro_1989_04_25_160_f,105,AN
mixed,2,1,1,7,0,0,1,1548,al_ro_1989_04_25_160_f,106,AN
mixed,3,2,2,4,0,1,1,2468,al_ro_1989_04_25_160_f,107,AN
mixed,4,2,8,6,0,0,1,1265,al_ro_1989_04_25_160_f,108,AN
mixed,1,1,5,3,0,1,1,4479,al_ro_1989_04_25_160_f,109,AN
mixed,2,1,2,8,0,0,1,1711,al_ro_1989_04_25_160_f,110,AN
mixed,3,2,4,2,0,1,1,2779,al_ro_1989_04_25_160_f,111,AN
mixed,4,2,8,5,0,0,1,1706,al_ro_1989_04_25_160_f,112,AN
mixed,1,1,6,7,0,1,1,2104,al_ro_1989_04_25_160_f,113,AN
mixed,2,1,1,2,0,0,1,1077,al_ro_1989_04_25_160_f,114,AN
mixed,3,2,4,5,0,1,1,2441,al_ro_1989_04_25_160_f,115,AN
mixed,4,2,2,6,0,0,1,2083,al_ro_1989_04_25_160_f,116,AN
mixed,1,1,3,5,0,1,1,2925,al_ro_1989_04_25_160_f,117,AN
mixed,2,1,2,8,0,0,1,1010,al_ro_1989_04_25_160_f,118,AN
mixed,3,2,8,1,0,1,1,2336,al_ro_1989_04_25_160_f,119,AN
mixed,4,2,7,6,0,0,1,1052,al_ro_1989_04_25_160_f,120,AN
food,1,1,3,7,1,1,1,1185,gi_va_1992_04_14_174_f,1,AN
food,2,1,7,6,1,0,1,1142,gi_va_1992_04_14_174_f,2,AN
food,1,1,8,8,1,0,1,1191,gi_va_1992_04_14_174_f,3,AN
food,2,1,1,2,1,0,1,776,gi_va_1992_04_14_174_f,4,AN
food,1,1,5,6,1,0,1,834,gi_va_1992_04_14_174_f,5,AN
food,2,1,7,4,1,0,1,839,gi_va_1992_04_14_174_f,6,AN
food,1,1,6,6,1,0,1,905,gi_va_1992_04_14_174_f,7,AN
food,2,1,2,8,1,0,1,634,gi_va_1992_04_14_174_f,8,AN
food,1,1,8,1,1,0,1,879,gi_va_1992_04_14_174_f,9,AN
food,2,1,1,5,1,0,1,834,gi_va_1992_04_14_174_f,10,AN
food,1,1,2,6,1,0,2,2071,gi_va_1992_04_14_174_f,11,AN
food,2,1,8,5,1,0,1,755,gi_va_1992_04_14_174_f,12,AN
food,1,1,2,6,1,0,1,738,gi_va_1992_04_14_174_f,13,AN
food,2,1,6,5,1,0,1,651,gi_va_1992_04_14_174_f,14,AN
food,1,1,4,7,1,0,1,709,gi_va_1992_04_14_174_f,15,AN
food,2,1,2,2,1,0,1,726,gi_va_1992_04_14_174_f,16,AN
food,1,1,5,7,1,0,1,736,gi_va_1992_04_14_174_f,17,AN
food,2,1,6,3,1,0,1,688,gi_va_1992_04_14_174_f,18,AN
food,1,1,3,5,1,0,1,712,gi_va_1992_04_14_174_f,19,AN
food,2,1,2,4,1,0,1,806,gi_va_1992_04_14_174_f,20,AN
food,1,1,6,8,1,0,1,833,gi_va_1992_04_14_174_f,21,AN
food,2,1,8,5,1,0,1,606,gi_va_1992_04_14_174_f,22,AN
food,1,1,1,1,1,0,1,648,gi_va_1992_04_14_174_f,23,AN
food,2,1,6,5,1,0,1,670,gi_va_1992_04_14_174_f,24,AN
food,1,1,7,4,1,0,1,674,gi_va_1992_04_14_174_f,25,AN
food,2,1,8,8,1,0,1,585,gi_va_1992_04_14_174_f,26,AN
food,1,1,6,4,1,0,1,611,gi_va_1992_04_14_174_f,27,AN
food,2,1,3,6,1,0,1,646,gi_va_1992_04_14_174_f,28,AN
food,1,1,7,1,1,0,1,655,gi_va_1992_04_14_174_f,29,AN
food,2,1,3,7,1,0,1,759,gi_va_1992_04_14_174_f,30,AN
food,1,1,6,2,1,0,1,662,gi_va_1992_04_14_174_f,31,AN
food,2,1,4,8,1,0,1,715,gi_va_1992_04_14_174_f,32,AN
food,1,1,1,7,1,0,1,630,gi_va_1992_04_14_174_f,33,AN
food,2,1,4,1,1,0,1,625,gi_va_1992_04_14_174_f,34,AN
food,1,1,3,4,1,0,1,590,gi_va_1992_04_14_174_f,35,AN
food,2,1,6,3,1,0,1,622,gi_va_1992_04_14_174_f,36,AN
food,1,1,2,2,1,0,1,632,gi_va_1992_04_14_174_f,37,AN
food,2,1,3,4,1,0,1,671,gi_va_1992_04_14_174_f,38,AN
food,1,1,6,2,1,0,1,693,gi_va_1992_04_14_174_f,39,AN
food,2,1,2,5,1,0,1,687,gi_va_1992_04_14_174_f,40,AN
plants,3,2,3,4,2,1,1,1787,gi_va_1992_04_14_174_f,41,AN
plants,4,2,6,8,2,0,1,1200,gi_va_1992_04_14_174_f,42,AN
plants,3,2,5,3,2,0,1,752,gi_va_1992_04_14_174_f,43,AN
plants,4,2,2,5,2,0,1,643,gi_va_1992_04_14_174_f,44,AN
plants,3,2,4,2,2,0,2,665,gi_va_1992_04_14_174_f,45,AN
plants,4,2,1,6,2,0,1,1519,gi_va_1992_04_14_174_f,46,AN
plants,3,2,2,2,2,0,1,661,gi_va_1992_04_14_174_f,47,AN
plants,4,2,8,4,2,0,1,820,gi_va_1992_04_14_174_f,48,AN
plants,3,2,3,5,2,0,1,838,gi_va_1992_04_14_174_f,49,AN
plants,4,2,7,4,2,0,1,764,gi_va_1992_04_14_174_f,50,AN
plants,3,2,2,1,2,0,1,663,gi_va_1992_04_14_174_f,51,AN
plants,4,2,5,3,2,0,1,576,gi_va_1992_04_14_174_f,52,AN
plants,3,2,6,5,2,0,1,564,gi_va_1992_04_14_174_f,53,AN
plants,4,2,7,8,2,0,1,625,gi_va_1992_04_14_174_f,54,AN
plants,3,2,2,2,2,0,1,556,gi_va_1992_04_14_174_f,55,AN
plants,4,2,1,8,2,0,1,1348,gi_va_1992_04_14_174_f,56,AN
plants,3,2,2,7,2,0,1,660,gi_va_1992_04_14_174_f,57,AN
plants,4,2,7,2,2,0,1,612,gi_va_1992_04_14_174_f,58,AN
plants,3,2,2,5,2,0,1,743,gi_va_1992_04_14_174_f,59,AN
plants,4,2,6,4,2,0,1,549,gi_va_1992_04_14_174_f,60,AN
plants,3,2,3,6,2,0,1,510,gi_va_1992_04_14_174_f,61,AN
plants,4,2,1,3,2,0,1,553,gi_va_1992_04_14_174_f,62,AN
plants,3,2,8,2,2,0,1,657,gi_va_1992_04_14_174_f,63,AN
plants,4,2,7,7,2,0,1,684,gi_va_1992_04_14_174_f,64,AN
plants,3,2,3,3,2,0,1,576,gi_va_1992_04_14_174_f,65,AN
plants,4,2,2,6,2,0,2,572,gi_va_1992_04_14_174_f,66,AN
plants,3,2,5,5,2,0,1,976,gi_va_1992_04_14_174_f,67,AN
plants,4,2,2,6,2,0,1,716,gi_va_1992_04_14_174_f,68,AN
plants,3,2,8,3,2,0,1,554,gi_va_1992_04_14_174_f,69,AN
plants,4,2,3,8,2,0,1,595,gi_va_1992_04_14_174_f,70,AN
plants,3,2,4,4,2,0,1,590,gi_va_1992_04_14_174_f,71,AN
plants,4,2,1,8,2,0,1,632,gi_va_1992_04_14_174_f,72,AN
plants,3,2,6,6,2,0,1,554,gi_va_1992_04_14_174_f,73,AN
plants,4,2,5,3,2,0,1,554,gi_va_1992_04_14_174_f,74,AN
plants,3,2,7,5,2,0,1,898,gi_va_1992_04_14_174_f,75,AN
plants,4,2,3,8,2,0,1,525,gi_va_1992_04_14_174_f,76,AN
plants,3,2,6,5,2,0,1,504,gi_va_1992_04_14_174_f,77,AN
plants,4,2,5,1,2,0,1,598,gi_va_1992_04_14_174_f,78,AN
plants,3,2,8,2,2,0,1,569,gi_va_1992_04_14_174_f,79,AN
plants,4,2,2,1,2,0,1,568,gi_va_1992_04_14_174_f,80,AN
mixed,1,1,4,5,0,1,1,1151,gi_va_1992_04_14_174_f,81,AN
mixed,2,1,6,8,0,0,1,823,gi_va_1992_04_14_174_f,82,AN
mixed,3,2,2,4,0,1,1,1535,gi_va_1992_04_14_174_f,83,AN
mixed,4,2,6,6,0,0,1,737,gi_va_1992_04_14_174_f,84,AN
mixed,1,1,1,3,0,1,1,1144,gi_va_1992_04_14_174_f,85,AN
mixed,2,1,3,6,0,0,1,679,gi_va_1992_04_14_174_f,86,AN
mixed,3,2,6,4,0,1,1,1540,gi_va_1992_04_14_174_f,87,AN
mixed,4,2,8,5,0,0,1,758,gi_va_1992_04_14_174_f,88,AN
mixed,1,1,6,2,0,1,1,1087,gi_va_1992_04_14_174_f,89,AN
mixed,2,1,4,7,0,0,1,646,gi_va_1992_04_14_174_f,90,AN
mixed,3,2,3,1,0,1,1,1535,gi_va_1992_04_14_174_f,91,AN
mixed,4,2,7,5,0,0,1,605,gi_va_1992_04_14_174_f,92,AN
mixed,1,1,6,4,0,1,1,1216,gi_va_1992_04_14_174_f,93,AN
mixed,2,1,8,2,0,0,1,793,gi_va_1992_04_14_174_f,94,AN
mixed,3,2,6,3,0,1,1,1071,gi_va_1992_04_14_174_f,95,AN
mixed,4,2,3,2,0,0,1,624,gi_va_1992_04_14_174_f,96,AN
mixed,1,1,5,6,0,1,1,887,gi_va_1992_04_14_174_f,97,AN
mixed,2,1,2,1,0,0,1,601,gi_va_1992_04_14_174_f,98,AN
mixed,3,2,8,8,0,1,1,1830,gi_va_1992_04_14_174_f,99,AN
mixed,4,2,7,1,0,0,1,714,gi_va_1992_04_14_174_f,100,AN
mixed,1,1,1,8,0,1,1,817,gi_va_1992_04_14_174_f,101,AN
mixed,2,1,2,7,0,0,1,1040,gi_va_1992_04_14_174_f,102,AN
mixed,3,2,5,5,0,1,1,891,gi_va_1992_04_14_174_f,103,AN
mixed,4,2,7,6,0,0,1,506,gi_va_1992_04_14_174_f,104,AN
mixed,1,1,4,2,0,1,1,825,gi_va_1992_04_14_174_f,105,AN
mixed,2,1,3,3,0,0,1,695,gi_va_1992_04_14_174_f,106,AN
mixed,3,2,7,1,0,1,1,921,gi_va_1992_04_14_174_f,107,AN
mixed,4,2,2,3,0,0,1,570,gi_va_1992_04_14_174_f,108,AN
mixed,1,1,8,7,0,1,1,813,gi_va_1992_04_14_174_f,109,AN
mixed,2,1,4,5,0,0,1,745,gi_va_1992_04_14_174_f,110,AN
mixed,3,2,5,4,0,1,1,1204,gi_va_1992_04_14_174_f,111,AN
mixed,4,2,1,8,0,0,1,453,gi_va_1992_04_14_174_f,112,AN
mixed,1,1,8,6,0,1,1,828,gi_va_1992_04_14_174_f,113,AN
mixed,2,1,5,5,0,0,1,461,gi_va_1992_04_14_174_f,114,AN
mixed,3,2,1,3,0,1,1,1359,gi_va_1992_04_14_174_f,115,AN
mixed,4,2,7,2,0,0,1,582,gi_va_1992_04_14_174_f,116,AN
mixed,1,1,1,8,0,1,1,965,gi_va_1992_04_14_174_f,117,AN
mixed,2,1,3,2,0,0,1,560,gi_va_1992_04_14_174_f,118,AN
mixed,3,2,2,5,0,1,1,1187,gi_va_1992_04_14_174_f,119,AN
mixed,4,2,3,3,0,0,1,529,gi_va_1992_04_14_174_f,120,AN
food,1,1,7,1,1,1,1,2232,fr_la_2004_05_17_363_f,1,AN
food,2,1,8,8,1,0,1,1667,fr_la_2004_05_17_363_f,2,AN
food,1,1,7,1,1,0,1,1245,fr_la_2004_05_17_363_f,3,AN
food,2,1,2,6,1,0,1,1103,fr_la_2004_05_17_363_f,4,AN
food,1,1,7,5,1,0,1,905,fr_la_2004_05_17_363_f,5,AN
food,2,1,1,1,1,0,1,725,fr_la_2004_05_17_363_f,6,AN
food,1,1,4,6,1,0,1,933,fr_la_2004_05_17_363_f,7,AN
food,2,1,6,1,1,0,1,1027,fr_la_2004_05_17_363_f,8,AN
food,1,1,5,3,1,0,1,909,fr_la_2004_05_17_363_f,9,AN
food,2,1,3,1,1,0,1,880,fr_la_2004_05_17_363_f,10,AN
food,1,1,5,5,1,0,1,734,fr_la_2004_05_17_363_f,11,AN
food,2,1,7,4,1,0,1,585,fr_la_2004_05_17_363_f,12,AN
food,1,1,8,3,1,0,1,633,fr_la_2004_05_17_363_f,13,AN
food,2,1,7,2,1,0,1,675,fr_la_2004_05_17_363_f,14,AN
food,1,1,6,7,1,0,1,671,fr_la_2004_05_17_363_f,15,AN
food,2,1,3,6,1,0,1,600,fr_la_2004_05_17_363_f,16,AN
food,1,1,1,8,1,0,1,605,fr_la_2004_05_17_363_f,17,AN
food,2,1,4,5,1,0,1,721,fr_la_2004_05_17_363_f,18,AN
food,1,1,5,6,1,0,1,772,fr_la_2004_05_17_363_f,19,AN
food,2,1,4,5,1,0,1,1545,fr_la_2004_05_17_363_f,20,AN
food,1,1,2,8,1,0,1,653,fr_la_2004_05_17_363_f,21,AN
food,2,1,7,4,1,0,1,638,fr_la_2004_05_17_363_f,22,AN
food,1,1,8,6,1,0,1,603,fr_la_2004_05_17_363_f,23,AN
food,2,1,6,7,1,0,1,859,fr_la_2004_05_17_363_f,24,AN
food,1,1,7,5,1,0,1,589,fr_la_2004_05_17_363_f,25,AN
food,2,1,4,7,1,0,1,641,fr_la_2004_05_17_363_f,26,AN
food,1,1,6,2,1,0,1,700,fr_la_2004_05_17_363_f,27,AN
food,2,1,4,7,1,0,1,741,fr_la_2004_05_17_363_f,28,AN
food,1,1,5,6,1,0,1,619,fr_la_2004_05_17_363_f,29,AN
food,2,1,7,5,1,0,1,685,fr_la_2004_05_17_363_f,30,AN
food,1,1,3,6,1,0,1,532,fr_la_2004_05_17_363_f,31,AN
food,2,1,5,8,1,0,1,897,fr_la_2004_05_17_363_f,32,AN
food,1,1,7,3,1,0,1,720,fr_la_2004_05_17_363_f,33,AN
food,2,1,6,5,1,0,1,717,fr_la_2004_05_17_363_f,34,AN
food,1,1,7,4,1,0,1,558,fr_la_2004_05_17_363_f,35,AN
food,2,1,2,6,1,0,1,702,fr_la_2004_05_17_363_f,36,AN
food,1,1,7,2,1,0,1,707,fr_la_2004_05_17_363_f,37,AN
food,2,1,3,7,1,0,1,597,fr_la_2004_05_17_363_f,38,AN
food,1,1,1,8,1,0,1,644,fr_la_2004_05_17_363_f,39,AN
food,2,1,3,2,1,0,1,608,fr_la_2004_05_17_363_f,40,AN
plants,3,2,2,5,2,1,1,1827,fr_la_2004_05_17_363_f,41,AN
plants,4,2,1,2,2,0,1,750,fr_la_2004_05_17_363_f,42,AN
plants,3,2,6,7,2,0,1,589,fr_la_2004_05_17_363_f,43,AN
plants,4,2,7,8,2,0,1,1144,fr_la_2004_05_17_363_f,44,AN
plants,3,2,8,1,2,0,1,795,fr_la_2004_05_17_363_f,45,AN
plants,4,2,6,2,2,0,1,802,fr_la_2004_05_17_363_f,46,AN
plants,3,2,5,1,2,0,1,1186,fr_la_2004_05_17_363_f,47,AN
plants,4,2,8,8,2,0,1,554,fr_la_2004_05_17_363_f,48,AN
plants,3,2,3,6,2,0,1,552,fr_la_2004_05_17_363_f,49,AN
plants,4,2,5,2,2,0,1,1155,fr_la_2004_05_17_363_f,50,AN
plants,3,2,1,1,2,0,1,930,fr_la_2004_05_17_363_f,51,AN
plants,4,2,2,6,2,0,1,1180,fr_la_2004_05_17_363_f,52,AN
plants,3,2,7,7,2,0,1,656,fr_la_2004_05_17_363_f,53,AN
plants,4,2,6,1,2,0,1,771,fr_la_2004_05_17_363_f,54,AN
plants,3,2,5,3,2,0,1,617,fr_la_2004_05_17_363_f,55,AN
plants,4,2,3,7,2,0,1,608,fr_la_2004_05_17_363_f,56,AN
plants,3,2,6,3,2,0,1,521,fr_la_2004_05_17_363_f,57,AN
plants,4,2,1,7,2,0,1,570,fr_la_2004_05_17_363_f,58,AN
plants,3,2,6,8,2,0,1,650,fr_la_2004_05_17_363_f,59,AN
plants,4,2,7,5,2,0,1,788,fr_la_2004_05_17_363_f,60,AN
plants,3,2,2,3,2,0,1,1349,fr_la_2004_05_17_363_f,61,AN
plants,4,2,8,1,2,0,1,1887,fr_la_2004_05_17_363_f,62,AN
plants,3,2,2,2,2,0,1,896,fr_la_2004_05_17_363_f,63,AN
plants,4,2,4,1,2,0,1,558,fr_la_2004_05_17_363_f,64,AN
plants,3,2,3,5,2,0,1,546,fr_la_2004_05_17_363_f,65,AN
plants,4,2,8,6,2,0,1,645,fr_la_2004_05_17_363_f,66,AN
plants,3,2,3,3,2,0,1,1742,fr_la_2004_05_17_363_f,67,AN
plants,4,2,2,6,2,0,1,641,fr_la_2004_05_17_363_f,68,AN
